issue_num,issue_title,option_num,option_text,Civil Rights,Economy,Political Freedom,Wealth Gaps,Death Rate,Compassion,Eco-Friendliness,Social Conservatism,Nudity,Industry: Automobile Manufacturing,Industry: Cheese Exports,Industry: Basket Weaving,Industry: Information Technology,Industry: Pizza Delivery,Industry: Trout Fishing,Industry: Arms Manufacturing,Sector: Agriculture,Industry: Beverage Sales,Industry: Timber Woodchipping,Industry: Mining,Industry: Insurance,Industry: Furniture Restoration,Industry: Retail,Industry: Book Publishing,Industry: Gambling,Sector: Manufacturing,Government Size,Welfare,Public Healthcare,Law Enforcement,Business Subsidization,Religiousness,Income Equality,Niceness,Rudeness,Intelligence,Ignorance,Political Apathy,Health,Cheerfulness,Weather,Compliance,Safety,Lifespan,Ideological Radicality,Defense Forces,Pacifism,Economic Freedom,Taxation,Freedom From Taxation,Corruption,Integrity,Authoritarianism,Employment,Public Transport,Tourism,Weaponization,Recreational Drug Use,Obesity,Secularism,Environmental Beauty,Charmlessness,Averageness,Human Development Index,Primitiveness,Scientific Advancement,Inclusiveness,Average Income,Average Income of Poor,Average Income of Rich,Public Education,Crime,Foreign Aid,Average Disposable Income,Patriotism,Food Quality,Accessibility,Youth Rebelliousness,Culture,policy_adds,policy_removes,policy_sometimes_adds,policy_sometimes_removes,notability_adds,notability_removes,notability_sometimes_adds,notability_sometimes_removes
836,#836 Don't Drink the Grape Punch,3,4. prolonged government investigations are a common revenge tactic among spurned significant others,0.0051,0.0017,-0.0007,0.0001,-0.0862,0.0023,-0.9541,-0.004,0.0102,-0.3513,-1.0898,-1.2749,-5.0879,-0.2676,-0.7684,-1.9545,-1.272,0.1058,-0.5203,-1.1863,-0.5794,-1.0018,-2.7742,-1.2984,-25.7321,-3.5809,0.0278,-1.4578,-1.716,65.2396,-1.8703,-0.0057,-0.0078,0.0017,0.0014,0.002,0.002,-0.0014,-0.0002,-0.0004,0.0,0.3486,0.8172,0.0388,0.0005,-1.612,0.3528,0.0017,0.0969,-0.3326,-0.0028,-0.0,-0.1076,-0.0147,-0.8404,8.5897,-0.0136,-0.2149,-0.0005,-0.0,0.0288,-0.4552,-0.0005,0.0138,0.0159,-0.0068,0.0036,2.4517,-1.7122,2.8543,-2.325,-0.1383,-0.3699,-70.3812,-0.0025,0.0029,0.0086,0.0018,0.0018,,,,,,,punitive income tax rates,
836,#836 Don't Drink the Grape Punch,4,5. chewing tree bark proves to have limited value during childbirth,-0.0119,,,,1.3188,-0.5172,-1.8172,0.0178,-0.0049,-2.699,-2.3765,-4.982,-6.4312,32.565,-1.4325,23.1577,-2.1834,34.1743,-4.023,-5.3287,-2.1928,-2.9062,-4.8979,-3.7664,-60.0809,15.4677,0.0276,-2.8647,-81.3465,147.7359,-4.843,,,-0.3953,0.3837,-0.0029,0.0003,,-0.2596,,-1.9803,0.6285,1.2335,-0.5617,-0.006,-4.8138,-0.1285,,0.0495,-0.2795,0.0008,-0.0001,0.1143,-0.0869,-1.238,11.6201,-0.0316,-0.3311,0.2842,,0.0858,-2.1331,0.006,-0.1874,,,,14.9575,8.9941,21.3836,-5.0741,-0.2576,-0.8762,-23.5975,0.0012,-0.3772,-1.6684,,,,,,,,,deadly medical pandemics|punitive income tax rates,
837,#837 Wag the Dog,1,1. tax revenue is often intercepted by international accountants before ever seeing the national treasury,,-0.19,-0.335,-0.025,,,-0.305,,,,-0.345,-0.96,-5.43,0.195,5.33,-3.16,1.26,-1.32,,1.22,1.51,-2.3,-90.84,-5.015,-7.54,-4.115,,1.54,0.055,2.225,0.92,,0.53,,-0.785,-0.065,0.055,,,,,0.01,1.105,0.005,0.225,0.85,,-0.805,0.505,-2.2,-1.295,0.085,65.37,,0.975,0.005,-0.005,,-0.005,,,,-0.225,-0.22,,,,-103.865,386.79,-1032.5,0.675,,0.58,-699.655,,-0.13,,,,,,,,,,,
837,#837 Wag the Dog,2,"2. the @@DEMONYMADJECTIVE@@ delegation to the World Assembly is having a hard time convincing people that international law will ""pay for itself somehow...""",,,,,-0.0011,,4.1533,,,3.7511,3.0511,2.5356,18.9333,2.2489,5.5311,11.9933,3.1711,2.5078,3.4944,2.2122,4.7256,6.1078,6.2822,10.63,12.6333,18.2789,0.0311,3.8156,5.7733,5.2778,4.69,,,,,,,,,,,,-0.8456,0.0033,,5.8111,,,0.3056,-0.6233,0.8733,-0.0822,,-0.1989,3.2822,-2.8944,,,0.02,,,0.0056,,0.0011,,,,-127.0556,-92.9033,-170.6667,7.6356,,1.5356,-261.4911,,,-1.312,,,,,,,,,,
837,#837 Wag the Dog,3,3. creative compliance measures ensure that high-ranking officials live in luxury while the country's coffers collect cobwebs,,0.42,,0.845,0.15,,0.665,,,-9.9,-6.885,-5.795,-38.12,-15.425,,-31.765,-9.42,-28.305,-23.445,-18.24,73.295,0.755,82.965,-13.05,-2.24,-47.455,0.03,1.0,-2.795,2.17,23.51,,-0.4,,0.985,,,,,,,-0.225,-1.71,-0.015,-0.06,-3.99,-0.195,0.69,-0.935,4.12,2.56,-0.665,-71.61,-0.09,-1.1,-7.165,0.04,0.14,0.015,,,0.91,0.06,-0.005,,,,-60.985,-135.175,4140.0,-9.29,0.135,,559.31,,0.005,0.32,,,,,,,,,,punitive income tax rates
837,#837 Wag the Dog,4,4. shorter foreigners are often forcibly deported on suspicion of working for the World Assembly,,1.805,0.62,,0.0,,1.365,,,49.465,14.11,12.345,28.97,14.22,13.485,136.59,59.655,54.76,113.48,94.365,22.93,68.45,3.825,46.02,10.705,198.405,-0.03,15.065,30.33,104.83,25.89,,-1.02,,1.99,0.12,-0.105,,,,,-0.235,-0.23,0.015,-0.255,216.205,-0.635,1.77,-0.195,0.63,-0.305,0.065,-226.6,0.29,15.265,-9.915,,0.08,0.15,,,0.85,0.255,0.445,,,-0.68,1253.89,-43.9,3867.5,28.695,0.02,0.365,691.41,0.055,,,,,,,,,,,,stringent health and safety legislation resigns from the World Assembly
838,#838 The Bark Knight Rises,1,1. Dogman-branded weapons are all the rage in the militaristic comic-book community,,,,,0.0043,-0.3577,-4.0691,,,-9.0863,-9.7645,-11.0185,-27.3879,-20.3315,-9.1308,281.0871,-11.9724,-7.753,-12.9447,-17.6105,-6.9682,-10.0923,-17.5851,285.7614,-5.2899,260.9193,0.0569,-5.0455,-8.4897,-13.5416,-11.7476,,,-0.2265,0.1851,0.2131,-0.189,-0.5578,0.0001,0.0005,0.0022,-0.0683,-0.0641,-0.0027,,123.6042,-1.1559,,0.0109,-0.2233,,,,0.047,-4.457,-1.7688,0.0185,-0.1967,-0.0021,,,0.2469,,-0.0008,,,0.0029,395.8918,172.7154,1089.1304,-11.0296,0.0312,-1.2057,195.8231,0.3821,0.0085,-1.3113,,,,,,,,,,punitive income tax rates
838,#838 The Bark Knight Rises,2,2. people can't decide between preserving forests and buying print copies of 'Dogman Versus The Giggler',-0.0015,0.0097,0.0026,0.0001,-0.0436,0.3362,116.7316,0.0016,-0.0026,-8.8949,14.0761,-13.3892,-29.8785,-8.6552,75.8629,-37.0263,25.9511,-7.6295,-10.3323,-12.9067,-9.3038,-10.8338,-15.3139,288.2801,-10.9434,-59.3025,0.0484,-10.1218,-10.9311,-9.8613,-9.7803,-0.0001,-0.0059,0.2644,-0.2178,0.1871,-0.1005,0.5293,0.0007,,1.9622,0.0549,0.0679,0.0222,-0.0019,-9.2225,0.4324,0.007,-0.0425,-0.1741,0.0012,-0.0005,-0.0409,-0.0019,-5.293,11.0433,-0.0028,0.0773,-0.0309,0.0005,20.172,-0.52,0.0019,0.0093,-0.0128,0.0043,-0.001,371.0499,219.2345,682.8162,-16.2174,-0.0219,-2.5609,225.4686,-0.2655,0.3812,1.7439,,-0.0011,,,,,,,,"barren, inhospitable landscape|hatred of cheese may add or remove notability: punitive income tax rates"
838,#838 The Bark Knight Rises,3,3. women have a strange proclivity for dressing up as caped weasels,,,,,0.0001,,-5.0402,,,-3.8762,-3.4903,-6.6383,-18.7359,-3.1862,-5.9084,-11.0955,-5.4527,-2.9639,-6.1182,-8.3591,-3.6039,-5.5444,-10.075,293.5378,-3.7161,-21.6097,0.045,-6.6119,-8.399,-8.2429,-9.2418,,,,-0.0037,0.1658,-0.0919,,,,-0.0033,0.0023,0.0122,-0.0025,,-6.902,0.0016,,0.061,-0.4206,,,,-0.0107,-3.6689,0.0245,-0.0,-0.0023,,,,-0.0001,,-0.0008,0.0015,0.0009,1.2034,229.0693,143.2867,411.6417,-12.2896,-0.0003,-1.9906,24.5258,,0.4762,2.6345,,0.0033,,,,,,,punitive income tax rates,
838,#838 The Bark Knight Rises,4,4. comic books avoid plot inconsistencies by removing the plot,,,,,-0.0106,,2.8203,,,1.551,1.8999,-26.0221,49.2457,2.3267,1.4615,11.9956,2.1963,3.1637,5.4655,10.8415,1.6802,4.9016,10.5124,-265.4982,-7.1533,-12.4717,,2.5206,5.7744,7.4709,9.161,,,,,0.1757,-0.2578,-0.3209,,,,,,0.0052,,5.1996,-0.0175,,0.0617,-0.1834,,,,-0.0048,2.2052,-3.4358,,-0.1402,,,,1.0333,,0.0837,-1.3188,0.9369,,-125.2342,-67.8982,-256.8834,7.248,,0.7232,-105.5999,0.2042,-0.3495,,,-0.9939,,,,,,,punitive income tax rates|suspicion of poets,museums and concert halls
838,#838 The Bark Knight Rises,5,5. adults hang around outside comic stores to ask kids to go and buy magazines for them,-0.3338,-0.0009,,-0.0001,-0.0281,,2.8454,0.2941,-0.207,0.92,1.5695,-26.5884,3.9911,-9.3202,2.9188,4.3867,2.4019,2.6208,2.6787,11.2484,495.5544,3.7332,12.6912,-677.1903,3.5998,-21.2727,,2.835,5.8102,5.6699,10.248,,0.0003,,-0.0001,-0.4065,0.4337,-0.3755,,,0.9892,0.0085,0.0119,0.0063,0.0598,1.8671,0.0273,-0.0007,0.0451,-0.1468,,,11.4801,0.0264,1.7535,-4.9701,-0.001,-0.3737,-0.002,,,1.354,-0.0598,0.0023,-0.397,-0.0561,,-105.6023,-65.4857,-131.586,6.7315,-0.0042,0.6654,-63.4552,0.2359,-0.2923,-0.0203,,-0.9892,,,,,,,restrictive gun laws|suspicion of poets,absence of drug laws|museums and concert halls|punitive income tax rates
839,"#839 ""Partisanship Too Far?"" Wrongly Asks Opposition",1,1. reporters who negatively comment on politicians' haircuts are cut from the news,-0.0003,-0.3702,-3.028,-0.1053,0.0081,,-3.7268,0.0003,-0.0028,-5.5577,-5.6015,-7.1602,-9.6848,-5.7173,-13.7396,-5.5799,-6.391,-3.7397,-5.7348,-7.0769,-5.9452,-5.2373,-4.1686,-8.006,-0.3778,-18.2987,0.0003,-7.2379,-6.7482,-6.7825,-2.8721,0.244,0.3913,,-2.7722,-0.5196,0.3996,0.6361,-0.0003,,-0.0037,-0.0356,-0.7824,-0.03,-0.0271,-6.4649,-0.0418,-0.534,0.0251,-0.1024,0.8092,-0.192,76.1649,-0.1091,-3.9926,-0.8334,0.0008,0.0952,-0.0124,-0.0011,,0.0038,0.0271,-0.0914,0.0055,,-0.0029,-183.9509,126.2901,-1159.4457,-8.4384,0.0146,-2.2187,-129.7976,-0.2977,-0.1681,0.0462,-0.0012,0.0025,,,,,,,punitive income tax rates|stringent health and safety legislation,
839,"#839 ""Partisanship Too Far?"" Wrongly Asks Opposition",2,2. dinner parties often end in politically charged fist fights,,-0.0005,,,-0.0003,,0.1019,,,-0.0251,0.1525,-0.0311,0.3779,-0.0355,-0.0038,-0.044,-0.0329,-0.0375,-0.0365,-0.0325,-0.0112,-0.0241,-0.0305,0.2638,-0.7462,-0.0915,0.0008,-0.0093,-0.0074,-0.0069,-0.0076,-0.8526,0.0004,,3.7696,0.0037,-0.0003,-1.7678,,,0.0152,0.0005,0.0019,0.0003,0.0002,-0.1092,0.0044,-0.0005,0.0015,-0.0037,,,0.0256,-0.0002,-0.0028,0.0844,,-0.2999,-0.0005,0.0029,0.2181,0.0001,-0.0002,0.0021,-0.0188,0.0299,1.1163,0.5713,0.2623,1.4303,0.9936,-0.0001,-0.0038,-0.0729,0.8662,0.5685,0.6682,,,,,,,,,,
839,"#839 ""Partisanship Too Far?"" Wrongly Asks Opposition",3,3. the government thinks @@DEMONYMNOUNPLURAL@@ can achieve social cohesion by drinking soda together,-0.0124,-0.0037,,-0.0017,-0.0268,-0.0044,-2.5424,0.0093,-0.0148,-9.4639,-11.163,-13.063,-108.4652,-12.6436,-11.8922,-25.9796,-12.1482,726.6411,-13.0154,-16.9184,-8.5849,-12.3077,-23.8672,-61.4156,43.3182,-48.5058,0.0006,-5.5738,-5.8665,-6.2717,-6.0647,,0.0047,-0.0027,0.0028,-0.5448,0.3733,0.5681,0.0025,,1.0,0.0027,0.1049,0.0037,0.0021,-7.8292,0.1489,-0.0055,-0.1842,0.468,,,0.0974,0.0238,-3.4237,0.2079,-0.0007,0.1569,0.1367,,,-0.0003,-0.0021,-0.1421,2.2761,-1.6604,-0.0038,331.5705,123.9054,1041.2632,-8.6608,-0.0057,-1.0361,394.9476,-0.2952,-0.0044,,,,,,,,,,,punitive income tax rates
839,"#839 ""Partisanship Too Far?"" Wrongly Asks Opposition",4,4. street graffiti indicates the political party that dominates a neighborhood,-0.9025,-0.012,-0.8192,-0.0009,-0.0277,-0.0075,-0.4781,0.8089,-23.8214,-0.9378,-1.0429,-1.1571,-0.0023,-0.948,-1.3017,-2.1789,-0.9053,-0.8514,-1.2545,-1.3499,-0.6759,-0.9774,1.8941,-1.0157,-1.5463,-4.2743,0.0335,-0.8735,-0.9896,-1.3941,-0.5013,,0.0088,-0.005,4.5702,-0.321,0.3618,,,,-0.0451,0.0069,-0.1668,0.0056,0.1328,-1.5182,0.2707,-0.0132,0.1156,-0.3248,0.3459,-0.0637,39.5183,-0.0177,-0.6351,-0.704,-0.0062,-0.9982,-0.0004,,-0.0012,0.2421,-0.1328,0.0002,-0.0143,0.0139,,46.8984,23.4638,152.8271,-1.1985,-0.0056,-0.3076,-48.8474,0.0363,-0.0025,-0.0758,,,,Nudism,Prudism,,,,punitive income tax rates|restrictive gun laws,absence of drug laws|enforced nudity
840,#840 Abstinence Makes the Heart Grow Fonder,1,1. the standardised national curriculum requires that all-male classes be taught why they have periods,-1.3466,,,,-0.0075,0.0004,-2.7844,1.3513,-0.4713,-1.401,-2.4494,-3.2366,-11.9444,3.7419,-2.7161,-11.1915,-4.1398,-1.0536,-2.8683,-2.4699,-1.0785,-2.8426,-2.0077,-3.5052,-7.3577,-15.8286,0.0618,-3.2081,-4.3929,-5.3257,-4.64,-0.0009,,0.0003,-0.0,0.0777,-0.0293,0.0014,,,0.004,0.1808,0.0621,0.0025,0.0014,-4.5087,0.176,,0.2084,-0.9933,,,35.5227,-0.0915,-1.8942,1.3444,-0.0065,-0.7017,0.0006,0.0145,0.0308,-0.0974,-0.0014,0.0604,-0.4811,0.5237,,79.8227,53.0213,135.5791,121.3361,-0.0337,-1.0244,-213.3401,0.02,-0.0055,0.0052,,,,,Theocracy,,,,punitive income tax rates|restrictive gun laws,absence of drug laws
840,#840 Abstinence Makes the Heart Grow Fonder,2,2. the nation's teens are known for their habit of kissing through plastic wrap,-0.6486,,,,-0.0226,-0.0138,-2.4385,0.5535,-0.1154,-0.7917,-1.0548,2.0023,-8.6557,-0.4385,-0.3272,-6.2642,-1.6231,-1.0514,-3.5208,-6.1772,-0.6517,-2.5666,-5.63,-3.3014,-6.7537,-5.0568,0.0472,-1.9403,-4.7071,-6.9625,-8.4182,59.1568,,-0.0111,0.0071,0.0234,-0.0598,,,,0.0154,0.0877,0.0132,0.0023,0.1671,-3.4171,0.0262,,0.1145,-0.9443,,,25.4522,-0.0152,-1.5625,0.4175,-0.0045,-0.3985,,-0.4923,,-0.1698,-0.1671,0.0434,-0.1671,0.328,,140.782,71.07,317.9231,78.7722,-0.0232,-0.6449,-142.356,0.0077,,-0.0926,,,,,,,,,punitive income tax rates,
840,#840 Abstinence Makes the Heart Grow Fonder,3,"3. honeymoon suites can be located by following newlywed couples' shrieks of ""what's that?""",-0.9282,,,,1.7796,,0.924,0.7713,-0.1818,-0.012,0.262,1.5069,-40.6664,9.3305,0.2378,4.408,0.6944,9.5311,1.9951,4.5107,0.1776,1.6989,3.2735,-5.0064,25.8724,5.902,-0.0267,0.8333,2.3562,4.1247,4.3933,72.9467,,,-1.3669,-0.4022,0.8742,,-0.0389,,,-0.1911,-0.0015,-0.8767,0.2571,3.4938,-0.0118,,-0.0456,0.6049,,,46.4271,-0.0178,0.6915,-0.8702,0.0096,-0.3278,0.4224,-0.8313,,0.5927,-0.2571,-0.5351,1.91,-1.8873,,-104.5049,-54.3371,-210.1455,-148.9229,0.0556,0.2836,83.5458,0.0085,-0.0596,0.0467,,,,Sex Education,,,,,deadly medical pandemics,punitive income tax rates
840,#840 Abstinence Makes the Heart Grow Fonder,4,4. ratings for schools' curricula range from 'Pure as the Driven Snow' to 'Late Night TV',0.8147,,,,0.0019,,0.9486,-0.7588,0.183,0.2741,0.3801,0.8135,2.4444,0.2899,0.4227,1.6291,0.7,0.3879,0.6882,1.0875,0.2333,0.6083,1.7965,1.3292,0.8204,2.7155,-0.0177,0.9054,1.3035,1.3772,1.9419,,,,,0.0901,-0.0601,,,,,-0.0141,-0.0021,-0.0009,-0.0717,0.8691,-0.0138,,-0.0564,0.317,,,-22.0922,0.0097,0.5425,-0.0231,0.001,1.4487,,,,-0.0169,0.0717,-0.0004,,,,-36.3506,-21.0233,-74.0362,1.8327,0.0047,0.2799,54.2664,-0.0092,,0.4209,,,,Sex Education,,,,,absence of drug laws,punitive income tax rates|restrictive gun laws
841,#841 Burn Noticed,1,1. the Man in the Plastic Mask has been imprisoned in the Capital Penitentiary,-1.7071,,,,1.1914,-0.3776,-0.3244,1.5873,-1.8181,-1.6472,-1.0069,-1.3441,-1.7469,26.8659,-1.8208,27.9186,-1.4985,31.7408,-1.3764,-2.8043,-2.0046,-1.2893,-2.1035,3.0486,28.0948,24.9214,0.0014,-0.8067,-0.911,-0.5927,-1.1121,-0.0001,,-0.3004,0.2155,-0.2814,0.2777,,-0.1565,,-0.9906,-0.3004,-0.5394,-0.4659,0.0944,-1.8578,-0.1508,,-0.0483,0.0722,0.0104,-0.0007,33.438,-0.0432,-0.56,-9.5141,0.0127,-1.4785,0.1784,0.0009,,1.3447,-0.0944,-0.1531,-0.021,-0.0011,,87.4507,39.4672,210.7746,0.1787,0.2167,-0.1434,91.4927,0.0398,-0.21,-1.1833,,,Corporal Punishment,,,,public floggings,,deadly medical pandemics|restrictive gun laws,absence of drug laws|punitive income tax rates
841,#841 Burn Noticed,2,2. one of the most popular models in @@NAME@@ has a scarred face and one working eye,-0.4181,0.0966,0.0081,-0.0853,-0.811,0.3316,2.3982,0.4452,-0.4116,0.0101,0.568,0.6455,-1.1251,0.945,11.3994,-18.2339,1.2606,0.6283,-0.0937,-0.0001,0.7536,-0.0423,-0.4519,0.3297,-32.059,-17.5692,0.0852,6.2705,143.3297,70.5095,0.3382,,-0.1235,0.2511,-1.3126,-0.0615,0.0441,,,,,0.4965,1.0814,0.3456,-0.1078,3.8148,0.9794,0.1031,0.279,-0.9817,-0.0071,0.0005,3.2534,-0.0279,2.9307,11.7305,-0.035,-0.7786,-0.0002,,,-1.2498,0.1078,0.1379,,,,212.5786,142.3356,220.6171,4.4147,-0.2448,2.607,-129.3174,0.0094,0.025,1.1681,,,,,,,,,punitive income tax rates|restrictive gun laws|stringent health and safety legislation,absence of drug laws
841,#841 Burn Noticed,3,3. hospitals are cleaned with lemons and vinegar,-0.0328,-0.2333,,-0.5939,-0.5315,0.0001,0.1919,0.0492,-0.0125,-2.6118,0.0068,-0.6375,2.8281,-3.0887,-5.5392,3.7812,-2.414,0.21,4.0789,6.5554,-2.0265,2.7119,5.8821,6.5238,-44.1637,0.5325,0.0283,-2.5789,0.2783,73.4823,5.7723,,0.423,,-1.1304,0.0031,0.0027,,,,0.0167,0.5162,0.9061,0.159,0.0422,-1.2493,0.3902,-0.7371,0.1327,-0.5178,0.008,-0.0005,27.3323,-0.1206,-0.7097,7.0302,-0.041,-0.4393,-0.0333,,0.0807,-1.6703,-0.0422,0.0016,-0.0128,0.0105,0.0004,36.4099,615.0592,-2873.975,2.0263,-0.2694,-0.6813,-122.7353,0.0017,-0.1351,4.1015,,-0.0167,,,,,,,punitive income tax rates|stringent health and safety legislation,exploding hoverboards|spontaneously combusting cars
841,#841 Burn Noticed,4,4. women should never trust a man who turns up to a first date with an open bottle in his hand,-9.1775,,,,1.3271,-0.6054,2.0917,7.3857,-72.902,0.5904,1.9324,3.0119,6.3784,1.0657,6.0384,112.3167,3.02,2.4007,1.4952,2.108,0.779,1.0949,4.3366,2.038,53.9906,115.9183,,2.2707,2.714,3.85,5.1811,77.9228,,-0.2324,-1.8828,-1.3395,1.631,,,,,-1.6688,-0.7622,-0.4342,1.959,7.5339,-0.402,,-0.0454,0.0992,,,225.323,0.0044,1.5693,-37.4946,0.1567,-6.0042,,-0.8482,,10.2166,-1.959,-0.1448,,,,252.5693,117.7882,716.2041,3.1069,0.8691,0.8974,166.1634,0.1449,,-3.0705,,,,,Prudism,,,,restrictive gun laws,absence of drug laws
842,#842 @@LEADER@@ and the Chocolate Factory,1,1. the tightness of border controls in @@NAME@@ leave a little to be desired,2.5815,-0.0014,-0.0017,-0.0,0.0015,0.3771,0.1722,-2.2579,1.6713,0.5869,0.4905,0.6605,1.1069,0.2016,0.5679,-26.0222,0.7468,-1.0345,0.5717,0.6408,0.4499,0.5921,0.5858,0.6439,0.0196,-24.7648,0.0,0.3161,0.3867,0.5374,0.3606,,0.0007,0.3095,-0.242,0.4584,-0.5907,,0.0005,,0.0017,0.0055,-0.003,-0.0025,-0.4544,0.7165,-0.0967,-0.0011,0.0124,-0.0189,0.0055,-0.0019,-60.4424,-0.0015,0.2203,2.6548,0.0034,11.9565,-0.0001,,,-0.2471,0.4544,-0.0008,,,1.1623,-13.2077,-6.5232,-26.7948,0.521,-0.0015,0.0571,-17.9862,-0.707,0.5612,10.3943,,,,No Immigration,,,,closed borders,absence of drug laws|punitive income tax rates,restrictive gun laws
842,#842 @@LEADER@@ and the Chocolate Factory,2,2. chocolate in @@NAME@@ has its flavour enhanced by the salty tears of enslaved factory workers,-2.9108,0.2424,,2.8255,3.5827,-0.6207,-11.9738,2.5949,-2.6926,49.2117,60.6355,64.7683,30.3666,39.967,27.3033,74.4325,45.734,46.9692,49.908,17.9214,39.6218,62.8414,571.3666,56.8206,144.9681,188.1336,0.0001,-10.282,-34.5473,-59.9165,-63.1978,,-14.4093,-0.4271,1.3198,-0.358,0.4479,-0.0047,,,-0.0034,-1.3145,-1.2595,-1.2238,-0.4426,-43.4559,-0.7617,0.259,-1.1832,4.4934,-0.004,0.0003,3.1095,0.2651,-13.061,-16.9516,0.0611,-2.5697,-0.0159,,-0.6664,2.8143,0.4426,-0.3577,0.0537,1.5091,,1255.55,-21348.7872,81953.8953,-36.5839,0.6132,-2.1328,1767.7646,0.0673,-0.1943,-2.1618,,0.0034,,,,,,,"barren, inhospitable landscape|restrictive gun laws",absence of drug laws|hatred of cheese|punitive income tax rates|spontaneously combusting cars|stringent health and safety legislation
842,#842 @@LEADER@@ and the Chocolate Factory,3,3. short shrift is being given to applications for political asylum from illegal immigrants,1.5408,-0.6664,,-2.0142,-0.7068,0.0009,-3.7087,-1.3676,1.2552,-9.2892,-11.0096,-12.2361,-12.1941,-9.2462,-17.4442,-11.6623,-10.8839,-4.2305,-7.2917,-8.8287,-10.2083,-8.1809,-7.278,-13.0297,-71.2464,-33.1878,0.0002,-8.2682,-7.3129,-9.3381,-1.511,,5.1803,0.001,-0.8519,0.194,-0.2426,,-0.0001,,-0.0016,0.7001,1.1609,0.3461,-0.3673,-9.9193,0.3897,-1.1613,0.2709,-1.1402,,,-20.3603,-0.322,-4.7712,18.2419,-0.0272,5.3956,-0.0426,,0.0123,-1.4038,0.3673,-0.0498,-0.0017,0.0018,-1.3939,-336.0321,5069.3452,-23114.8887,-10.0597,-0.3403,-2.054,-451.4425,-0.0298,-0.7906,3.1519,,,,,,,,,punitive income tax rates|stringent health and safety legislation,restrictive gun laws|spontaneously combusting cars
843,#843 Quacking Up,1,1. medical experts advise that those claiming to be medical experts are probably fraudsters,-0.0006,-0.4542,0.0052,-0.7986,-0.9603,0.0014,0.7225,0.0005,,-1.8503,-1.1153,0.3907,75.5548,-34.839,-7.1846,17.0696,0.7084,-36.9872,4.0267,7.2925,-1.8335,1.9865,-173.5487,23.6421,-34.3231,15.6101,0.0003,-1.9128,1.6289,4.2292,9.0055,0.0008,0.5104,0.0,-0.728,0.4556,-0.4336,0.0002,0.3331,,0.9968,0.0578,0.2816,0.4755,0.0446,2.8203,0.0669,-0.95,0.1024,-0.2948,-0.0009,0.0003,29.3121,-0.0806,-0.1623,1.2239,-0.0022,-0.1185,-0.2522,-0.0003,0.0,-0.2078,-0.0446,0.1347,-1.6526,1.3895,0.0023,-139.7472,508.3255,-3797.6053,2.5384,-0.0344,-0.3756,-218.007,-0.0006,0.2922,3.3213,-0.0021,-0.0011,,,,,,,punitive income tax rates|stringent health and safety legislation,deadly medical pandemics|exploding hoverboards|spontaneously combusting cars
843,#843 Quacking Up,2,2. new treatments are rejected if they cannot be explained using only one-syllable words,0.0024,0.1301,,1.0708,2.8943,0.0047,-6.2298,-0.0024,0.0007,-5.8269,-4.264,-14.157,-57.1716,11.6651,-1.9925,-45.944,-7.8493,18.0089,-21.0213,-38.9531,-24.2451,-15.8893,483.4843,-31.8984,21.9935,-65.9274,0.0014,-4.1969,-13.0726,-26.6542,-33.7722,,-0.4028,0.0959,1.2709,-0.3148,0.4406,,-0.0809,0.2826,0.0142,-0.0507,-0.1546,-0.7501,-0.0658,-18.1727,-0.0168,0.8906,-0.0949,0.5034,,,-34.6318,0.0356,-5.6128,0.8245,0.0038,0.1703,0.3884,,,-0.4064,0.0658,-0.3182,1.1116,-0.9768,,90.0545,-709.7983,5093.2991,-15.9032,0.0205,-1.2713,200.2789,-0.0001,-0.101,-2.7158,,-0.0028,,,,,,,deadly medical pandemics|exploding hoverboards|spontaneously combusting cars,punitive income tax rates|stringent health and safety legislation
843,#843 Quacking Up,3,3. the acceptance of acupuncture and other alternative therapies has needled the scientific community,0.0008,-0.1842,0.0025,-0.1798,-0.6136,0.0004,-1.8323,-0.0013,0.0003,-4.2852,-4.6189,-5.3584,-7.0033,-3.961,-6.6918,-5.2261,-5.0085,-2.7374,-4.2502,-4.8283,-4.9398,-4.0755,-3.0285,-6.5632,-5.0511,-14.8698,0.0602,-4.4873,150.66,-4.1727,-1.7621,22.4021,0.2053,0.0003,-0.2699,0.0009,-0.0001,0.0007,-0.0001,,-0.0034,0.0211,0.1619,0.3217,0.017,-4.0784,0.0251,-0.3261,0.2338,-0.7181,0.0001,-0.0001,7.1899,-0.1053,-2.2688,0.566,-0.0009,0.4065,-0.0121,-0.3424,0.0057,-0.0439,-0.017,0.0615,-0.0005,0.0034,1.0611,21.2939,184.3264,-826.8197,-5.7066,-0.0123,-1.1832,-189.4861,-0.0013,0.4562,3.0293,-0.0023,0.0023,,,,,,,punitive income tax rates|stringent health and safety legislation,exploding hoverboards|spontaneously combusting cars
